id	ne	type	url	dpb	solr_iteration	solr_pos	cand_pos	solr_score	cand_score	solr_inlinks	cand_inlinks	quotes	lang	disambig	main_title_exact_match	main_title_start_match	main_title_end_match	main_title_match	title_exact_match_fraction	title_start_match_fraction	title_end_match_fraction	title_match_fraction	last_part_match_fraction	mean_levenshtein_ratio	name_conflict	date_match	type_match	role_match	subject_match	entity_match	spec_match	cat_match	label
3049	Breman	person	http://resolver.kb.nl/resolve?urn=ddd:010220057:mpeg21:a0197:ocr	http://dbpedia.org/resource/Barry_Bremen	0	0.45000	0.40000	0.19883	0.19883	0.07071	0.08642	0	0	1	0	0	0	0	0.00000	0.00000	1.00000	0.00000	0.50000	0.61111	0	0	1	0	0	0	0	0	0
3050	Breman	person	http://resolver.kb.nl/resolve?urn=ddd:010220057:mpeg21:a0197:ocr	http://dbpedia.org/resource/William_Breman_Jewish_Heritage_&_Holocaust_Museum	0	0.55000	0.45000	0.34439	0.34439	0.05051	0.06173	0	0	1	0	0	0	1	0.00000	0.00000	0.50000	0.50000	0.00000	0.39290	0	0	-1	0	1	0	0	0	0
3051	Breman	person	http://resolver.kb.nl/resolve?urn=ddd:010220057:mpeg21:a0197:ocr	http://dbpedia.org/resource/Jan_Breman	0	0.60000	0.50000	1.00000	1.00000	0.02020	0.02469	0	0	1	0	0	1	0	0.00000	0.00000	1.00000	0.00000	0.00000	0.60577	0	0	1	0	1	0	0	0	0
3052	Fransch	other	http://resolver.kb.nl/resolve?urn=ddd:010220057:mpeg21:a0197:ocr	http://dbpedia.org/resource/Anton_Fransch	0	0.15000	0.05000	1.00000	1.00000	0.04762	1.00000	0	0	1	0	0	1	0	0	0	0	0	0.00000	0.70000	0	0	-1	0	0	0	0	0	0
3053	Fransch	other	http://resolver.kb.nl/resolve?urn=ddd:010220057:mpeg21:a0197:ocr	http://dbpedia.org/resource/Bevan_Fransch	0	0.20000	0.10000	1.00000	1.00000	0.00000	0.00000	0	0	1	0	0	1	0	0	0	0	0	0.00000	0.70000	0	0	-1	0	0	0	0	0	0
3054	Den Haag	location	http://resolver.kb.nl/resolve?urn=ddd:010220057:mpeg21:a0197:ocr	http://nl.dbpedia.org/resource/Den_Haag	0	0.05000	0.05000	1.00000	1.00000	0.69555	0.73743	0	1	1	1	0	0	0	0.00000	0.10000	0.05000	0.00000	0.04762	0.55376	0	0	1	0	0	0	0	1	1
3055	Den Haag	location	http://resolver.kb.nl/resolve?urn=ddd:010220057:mpeg21:a0197:ocr	http://nl.dbpedia.org/resource/ADO_Den_Haag	0	0.10000	0.10000	0.65012	0.65012	0.07159	0.07590	0	1	1	0	0	1	0	0.00000	0.00000	0.42857	0.00000	0.00000	0.57139	0	0	0	0	1	0	0	0	0
3056	Den Haag	location	http://resolver.kb.nl/resolve?urn=ddd:010220057:mpeg21:a0197:ocr	http://nl.dbpedia.org/resource/Gemeentemuseum_Den_Haag	0	0.15000	0.15000	0.38645	0.38645	0.02814	0.02983	0	1	1	0	0	1	0	0.00000	0.00000	0.14286	0.00000	0.00000	0.33098	0	0	1	0	1	0	0	0	0
3057	Den Haag	location	http://resolver.kb.nl/resolve?urn=ddd:010220057:mpeg21:a0197:ocr	http://nl.dbpedia.org/resource/Koninklijk_Conservatorium_(Den_Haag)	0	0.20000	0.20000	0.09218	0.09218	0.02346	0.02487	0	1	0	0	0	0	0	0.00000	0.00000	0.16667	0.00000	0.00000	0.24476	0	0	0	0	0	1	0	0	0
3058	Den Haag	location	http://resolver.kb.nl/resolve?urn=ddd:010220057:mpeg21:a0197:ocr	http://nl.dbpedia.org/resource/Duitse_aanval_op_Nederland_in_1940	0	0.25000	0.25000	0.09218	0.09218	0.01961	0.02079	0	1	1	0	0	0	0	0.00000	0.00000	0.06250	0.00000	0.00000	0.29099	0	0	0	0	1	0	0	1	0
3059	Den Haag	location	http://resolver.kb.nl/resolve?urn=ddd:010220057:mpeg21:a0197:ocr	http://nl.dbpedia.org/resource/HTM_Personenvervoer	0	0.35000	0.30000	0.09218	0.09218	0.01763	0.01869	0	1	1	0	0	0	0	0.00000	0.00000	0.16667	0.00000	0.00000	0.29841	0	0	0	0	0	0	0	0	0
3060	Den Haag	location	http://resolver.kb.nl/resolve?urn=ddd:010220057:mpeg21:a0197:ocr	http://nl.dbpedia.org/resource/RandstadRail	0	0.40000	0.35000	0.09218	0.09218	0.01474	0.01563	0	1	1	0	0	0	0	0.00000	0.00000	0.12500	0.00000	0	0.30197	0	0	1	0	0	0	0	0	0
3061	Den Haag	location	http://resolver.kb.nl/resolve?urn=ddd:010220057:mpeg21:a0197:ocr	http://nl.dbpedia.org/resource/Lijst_van_spelers_van_ADO_Den_Haag	0	0.45000	0.40000	0.38645	0.38645	0.01211	0.01284	0	1	1	0	0	1	0	0.00000	0.00000	0.50000	0.50000	0.00000	0.36257	0	0	0	0	-1	0	0	0	0
3062	Den Haag	location	http://resolver.kb.nl/resolve?urn=ddd:010220057:mpeg21:a0197:ocr	http://nl.dbpedia.org/resource/HBS-Craeyenhout	0	0.60000	0.45000	0.09218	0.09218	0.01141	0.01210	0	1	1	0	0	0	0	0.00000	0.00000	0.33333	0.00000	0.00000	0.35415	0	0	0	0	-1	0	0	0	0
3063	Den Haag	location	http://resolver.kb.nl/resolve?urn=ddd:010220057:mpeg21:a0197:ocr	http://nl.dbpedia.org/resource/Rijksbureau_voor_Kunsthistorische_Documentatie	0	0.65000	0.50000	0.09218	0.09218	0.00929	0.00985	0	1	1	0	0	0	0	0.00000	0.00000	0.25000	0.00000	0.00000	0.18808	0	0	0	0	1	0	0	0	0
3064	Den Haag	location	http://resolver.kb.nl/resolve?urn=ddd:010220057:mpeg21:a0197:ocr	http://nl.dbpedia.org/resource/Stadsgewest_Haaglanden	0	0.70000	0.55000	0.13036	0.13036	0.00904	0.00958	0	1	1	0	0	0	0	0.00000	0.00000	0.50000	0.00000	0.00000	0.48761	0	0	1	0	0	0	0	0	0
3065	Den Haag	location	http://resolver.kb.nl/resolve?urn=ddd:010220057:mpeg21:a0197:ocr	http://nl.dbpedia.org/resource/Rotterdam_The_Hague_Airport	0	0.80000	0.60000	0.09218	0.09218	0.00840	0.00890	0	1	1	0	0	0	0	0.00000	0.00000	0.11111	0.00000	0.00000	0.32977	0	0	1	0	0	0	0	0	0
3066	Den Haag	location	http://resolver.kb.nl/resolve?urn=ddd:010220057:mpeg21:a0197:ocr	http://nl.dbpedia.org/resource/HVV_(Den_Haag)	0	0.85000	0.65000	0.13036	0.13036	0.00808	0.00856	0	1	0	0	0	0	0	0.00000	0.00000	0.25000	0.00000	0	0.37450	0	0	0	0	-1	1	0	0	0
3067	Den Haag	location	http://resolver.kb.nl/resolve?urn=ddd:010220057:mpeg21:a0197:ocr	http://nl.dbpedia.org/resource/Haagse_tram	0	0.90000	0.70000	0.13036	0.13036	0.00776	0.00822	0	1	1	0	0	0	0	0.00000	0.00000	0.50000	0.00000	0.00000	0.49455	0	0	1	0	0	0	0	0	0
3068	Den Haag	location	http://resolver.kb.nl/resolve?urn=ddd:010220057:mpeg21:a0197:ocr	http://nl.dbpedia.org/resource/Holland_Sport_(voetbalclub)	0	1.00000	0.75000	0.37249	0.37249	0.00641	0.00680	0	1	0	0	0	0	0	0.25000	0.25000	0.00000	0.00000	0.00000	0.44757	0	0	0	0	-1	0	0	0	0
3069	Dermo	organisation	http://resolver.kb.nl/resolve?urn=ddd:010220057:mpeg21:a0197:ocr	http://nl.dbpedia.org/resource/Dermo_(Bangil)	0	0.05000	0.05000	1.00000	1.00000	0.04167	0.33333	0	1	0	1	0	0	0	0	0	0	0	0.00000	1.00000	0	0	1	0	0	0	0	1	1
3070	Dermo	organisation	http://resolver.kb.nl/resolve?urn=ddd:010220057:mpeg21:a0197:ocr	http://nl.dbpedia.org/resource/Dermo_(Benjeng)	0	0.10000	0.10000	1.00000	1.00000	0.04167	0.33333	0	1	0	1	0	0	0	0	0	0	0	0.00000	1.00000	0	0	1	0	0	0	0	1	0
3071	Dermo	organisation	http://resolver.kb.nl/resolve?urn=ddd:010220057:mpeg21:a0197:ocr	http://nl.dbpedia.org/resource/Dermo_(Mojoroto)	0	0.15000	0.15000	1.00000	1.00000	0.04167	0.33333	0	1	0	1	0	0	0	0	0	0	0	0.00000	1.00000	0	0	1	0	0	0	0	1	0
3072	Nederlandsch-Indië	location	http://resolver.kb.nl/resolve?urn=ddd:010220057:mpeg21:a0197:ocr	http://nl.dbpedia.org/resource/Nederlands-Indië	0	0.05000	0.05000	1.00000	1.00000	0.68428	0.80907	0	1	1	0	0	0	0	0.06667	0.00000	0.00000	0.00000	0.06250	0.63980	0	0	0	0	0	1	0	0	1
3073	Nederlandsch-Indië	location	http://resolver.kb.nl/resolve?urn=ddd:010220057:mpeg21:a0197:ocr	http://nl.dbpedia.org/resource/Raad_van_Indië	0	0.15000	0.10000	0.93839	0.93839	0.04685	0.05539	0	1	1	0	0	0	0	0.00000	0.00000	0.16667	0.00000	0.14286	0.62607	0	0	0	0	1	0	0	0	0
3074	Nederlandsch-Indië	location	http://resolver.kb.nl/resolve?urn=ddd:010220057:mpeg21:a0197:ocr	http://nl.dbpedia.org/resource/Carl_Ludwig_Blume	0	0.20000	0.15000	0.35145	0.35145	0.01894	0.02239	0	1	1	0	0	0	0	0.00000	0.00000	0.12500	0.00000	0.00000	0.27768	0	1	0	0	0	0	0	1	0
3075	Nederlandsch-Indië	location	http://resolver.kb.nl/resolve?urn=ddd:010220057:mpeg21:a0197:ocr	http://nl.dbpedia.org/resource/Nog_eens:_Vrye_arbeid_in_Nederlandsch_Indië	0	0.55000	0.20000	0.93839	0.93839	0.00100	0.00118	0	1	1	0	0	1	0	0.00000	0.00000	0.00000	0.00000	0.50000	0.58333	0	0	0	0	0	0	0	0	0
3076	Nederlandsch-Indië	location	http://resolver.kb.nl/resolve?urn=ddd:010220057:mpeg21:a0197:ocr	http://nl.dbpedia.org/resource/Het_Nieuws_van_den_Dag_voor_Nederlandsch-Indië	0	0.65000	0.25000	0.49703	0.49703	0.00075	0.00088	0	1	1	0	0	1	0	0.00000	0.00000	0.00000	0.00000	0.50000	0.54688	0	0	0	0	2	1	0	1	0
3077	Nederlandsch-Indië	location	http://resolver.kb.nl/resolve?urn=ddd:010220057:mpeg21:a0197:ocr	http://dbpedia.org/resource/Carl_Ludwig_Blume	0	0.75000	0.30000	0.35145	0.35145	0.09270	0.10961	0	0	1	0	0	0	0	0.00000	0.00000	0.14286	0.00000	0.00000	0.30152	0	0	0	0	0	0	0	0	0
3078	Nederlandsch-Indië	location	http://resolver.kb.nl/resolve?urn=ddd:010220057:mpeg21:a0197:ocr	http://dbpedia.org/resource/Tijdschrift_voor_Nederlandsch-Indi%C3%AB	0	0.80000	0.35000	0.35145	0.35145	0.00100	0.00118	0	0	1	0	0	1	0	0.00000	0.00000	0.00000	0.00000	0.25000	0.58383	0	0	0	0	1	1	0	0	0
3079	Nederlandsch-Indië	location	http://resolver.kb.nl/resolve?urn=ddd:010220057:mpeg21:a0197:ocr	http://dbpedia.org/resource/Nieuws_van_den_Dag_voor_Nederlandsch-Indi%C3%AB	0	0.85000	0.40000	0.35145	0.35145	0.00025	0.00029	0	0	1	0	0	1	0	0	0	0	0	0.00000	0.60000	0	0	0	0	0	1	0	0	0
3080	Hellendoorn	location	http://resolver.kb.nl/resolve?urn=ddd:010220057:mpeg21:a0197:ocr	http://nl.dbpedia.org/resource/Hellendoorn	0	0.05000	0.05000	1.00000	1.00000	0.43720	0.43720	0	1	1	1	0	0	0	0.00000	0.50000	0.00000	0.00000	0.00000	0.74307	0	0	0	0	0	0	0	0	0
3081	Hellendoorn	location	http://resolver.kb.nl/resolve?urn=ddd:010220057:mpeg21:a0197:ocr	http://nl.dbpedia.org/resource/Avonturenpark_Hellendoorn	0	0.10000	0.10000	0.31531	0.31531	0.10870	0.10870	0	1	1	0	0	1	0	0	0	0	0	0.00000	0.61111	0	0	0	0	0	0	0	0	0
3082	Hellendoorn	location	http://resolver.kb.nl/resolve?urn=ddd:010220057:mpeg21:a0197:ocr	http://nl.dbpedia.org/resource/Spoorlijn_Neede_-_Hellendoorn	0	0.15000	0.15000	0.31531	0.31531	0.08454	0.08454	0	1	1	0	0	1	0	0	0	0	0	0.00000	0.57895	0	0	0	0	0	0	0	0	0
3083	Hellendoorn	location	http://resolver.kb.nl/resolve?urn=ddd:010220057:mpeg21:a0197:ocr	http://nl.dbpedia.org/resource/Haarle_(Hellendoorn)	0	0.20000	0.20000	0.07796	0.07796	0.06522	0.06522	0	1	0	0	0	0	0	0.00000	0.00000	1.00000	0.00000	0.00000	0.50980	0	0	0	0	0	0	0	2	0
3084	Hellendoorn	location	http://resolver.kb.nl/resolve?urn=ddd:010220057:mpeg21:a0197:ocr	http://nl.dbpedia.org/resource/Lijst_van_rijksmonumenten_in_Hellendoorn_(gemeente)	0	0.25000	0.25000	0.37990	0.37990	0.03382	0.03382	0	1	0	0	0	1	0	0.00000	0.00000	0.20000	0.00000	0.00000	0.25717	0	0	0	0	0	0	0	0	0
3085	Hellendoorn	location	http://resolver.kb.nl/resolve?urn=ddd:010220057:mpeg21:a0197:ocr	http://nl.dbpedia.org/resource/Station_Hellendoorn	0	0.30000	0.30000	0.31531	0.31531	0.02899	0.02899	0	1	1	0	0	1	0	0	0	0	0	0.00000	0.73333	0	0	0	0	0	0	0	0	0
3086	Hellendoorn	location	http://resolver.kb.nl/resolve?urn=ddd:010220057:mpeg21:a0197:ocr	http://nl.dbpedia.org/resource/Lijst_van_burgemeesters_van_Hellendoorn	0	0.35000	0.35000	0.31531	0.31531	0.02899	0.02899	0	1	1	0	0	1	0	0	0	0	0	0.00000	0.44000	0	0	0	0	0	0	0	0	0
3087	Hellendoorn	location	http://resolver.kb.nl/resolve?urn=ddd:010220057:mpeg21:a0197:ocr	http://nl.dbpedia.org/resource/Lijst_van_gemeentelijke_monumenten_in_Hellendoorn	0	0.40000	0.40000	0.37990	0.37990	0.02899	0.02899	0	1	1	0	0	1	0	0.00000	0.00000	0.20000	0.00000	0.00000	0.25013	0	0	0	0	0	0	0	0	0
3088	Hellendoorn	location	http://resolver.kb.nl/resolve?urn=ddd:010220057:mpeg21:a0197:ocr	http://nl.dbpedia.org/resource/Marle_(Hellendoorn)	0	0.45000	0.45000	0.07796	0.07796	0.02174	0.02174	0	1	0	0	0	0	0	0.00000	0.00000	1.00000	0.00000	0.00000	0.46875	0	0	0	0	1	0	0	2	0
3089	Hellendoorn	location	http://resolver.kb.nl/resolve?urn=ddd:010220057:mpeg21:a0197:ocr	http://nl.dbpedia.org/resource/Eduard_Hellendoorn	0	0.50000	0.50000	0.31531	0.31531	0.01449	0.01449	0	1	1	0	0	1	0	0	0	0	0	0.00000	0.75862	0	0	-1	0	1	0	0	1	0
3090	Hellendoorn	location	http://resolver.kb.nl/resolve?urn=ddd:010220057:mpeg21:a0197:ocr	http://nl.dbpedia.org/resource/VV_Hellendoorn	0	0.55000	0.55000	0.31531	0.31531	0.01449	0.01449	0	1	1	0	0	1	0	0.00000	0.00000	0.00000	0.00000	0.00000	0.36604	0	0	1	0	-1	0	0	0	0
3091	Hellendoorn	location	http://resolver.kb.nl/resolve?urn=ddd:010220057:mpeg21:a0197:ocr	http://nl.dbpedia.org/resource/Lijst_van_oorlogsmonumenten_in_Hellendoorn	0	0.60000	0.60000	0.31531	0.31531	0.00725	0.00725	0	1	1	0	0	1	0	0	0	0	0	0.00000	0.41509	0	0	0	0	1	0	0	0	0
3092	Hellendoorn	location	http://resolver.kb.nl/resolve?urn=ddd:010220057:mpeg21:a0197:ocr	http://nl.dbpedia.org/resource/Lijst_van_rijksmonumenten_in_Hellendoorn_(plaats)	0	0.65000	0.65000	0.31531	0.31531	0.00725	0.00725	0	1	0	0	0	1	0	0	0	0	0	0.00000	0.43137	0	0	0	0	1	0	0	0	0
3093	Hellendoorn	location	http://resolver.kb.nl/resolve?urn=ddd:010220057:mpeg21:a0197:ocr	http://nl.dbpedia.org/resource/Piraat_Enterhaak	0	0.70000	0.70000	0.07796	0.07796	0.00483	0.00483	0	1	1	0	0	0	0	0.00000	0.00000	1.00000	0.00000	0.00000	0.39316	0	0	0	0	0	0	0	1	0
3094	Hellendoorn	location	http://resolver.kb.nl/resolve?urn=ddd:010220057:mpeg21:a0197:ocr	http://nl.dbpedia.org/resource/Wijken_en_buurten_in_Hellendoorn	0	0.75000	0.75000	0.31531	0.31531	0.00242	0.00242	0	1	1	0	0	1	0	0	0	0	0	0.00000	0.51163	0	0	0	0	0	0	0	0	0
3095	Hellendoorn	location	http://resolver.kb.nl/resolve?urn=ddd:010220057:mpeg21:a0197:ocr	http://nl.dbpedia.org/resource/Erehof_Hellendoorn	0	0.80000	0.80000	0.31531	0.31531	0.00242	0.00242	0	1	1	0	0	1	0	0	0	0	0	0.00000	0.75862	0	0	0	0	0	0	0	1	0
3096	Hellendoorn	location	http://resolver.kb.nl/resolve?urn=ddd:010220057:mpeg21:a0197:ocr	http://nl.dbpedia.org/resource/Lijst_van_beelden_in_Hellendoorn	0	0.85000	0.85000	0.31531	0.31531	0.00242	0.00242	0	1	1	0	0	1	0	0	0	0	0	0.00000	0.51163	0	0	0	0	1	0	0	0	0
3097	Hellendoorn	location	http://resolver.kb.nl/resolve?urn=ddd:010220057:mpeg21:a0197:ocr	http://nl.dbpedia.org/resource/Lijst_van_veldkapellen_in_Hellendoorn	0	0.90000	0.90000	0.31531	0.31531	0.00000	0.00000	0	1	1	0	0	1	0	0	0	0	0	0.00000	0.45833	0	0	0	0	0	0	0	0	0
3098	Hellendoorn	location	http://resolver.kb.nl/resolve?urn=ddd:010220057:mpeg21:a0197:ocr	http://dbpedia.org/resource/Hellendoorn	0	0.95000	0.95000	0.76613	0.76613	0.10628	0.10628	0	0	1	1	0	0	0	0.00000	0.00000	0.00000	0.00000	0.00000	0.73529	0	0	0	0	0	0	0	0	0
3099	Oranje-Hotel	location	http://resolver.kb.nl/resolve?urn=ddd:010220057:mpeg21:a0197:ocr	http://nl.dbpedia.org/resource/Oranjehotel	0	0.10000	0.05000	1.00000	1.00000	0.18145	1.00000	0	1	1	0	0	0	0	0.25000	0.00000	0.00000	0.00000	0.00000	0.57912	0	0	0	0	0	0	0	2	0
3100	Java	person	http://resolver.kb.nl/resolve?urn=ddd:010220057:mpeg21:a0197:ocr	http://nl.dbpedia.org/resource/Midden-Java	0	0.05000	0.05000	0.09655	0.09655	0.30274	0.33789	0	1	1	0	0	1	0	0.00000	0.00000	0.25000	0.12500	0.11111	0.38568	0	0	0	0	1	1	0	0	0
3101	Java	person	http://resolver.kb.nl/resolve?urn=ddd:010220057:mpeg21:a0197:ocr	http://nl.dbpedia.org/resource/Oost-Java	0	0.10000	0.10000	0.08814	0.08814	0.26864	0.29983	0	1	1	0	0	1	0	0.00000	0.00000	0.14286	0.28571	0.00000	0.36478	0	0	0	0	0	1	0	0	0
3102	Java	person	http://resolver.kb.nl/resolve?urn=ddd:010220057:mpeg21:a0197:ocr	http://nl.dbpedia.org/resource/West-Java	0	0.15000	0.15000	0.07883	0.07883	0.20349	0.22712	0	1	1	0	0	1	0	0.00000	0.00000	0.00000	0.33333	0.00000	0.40745	0	0	0	0	0	0	0	0	0
3103	Java	person	http://resolver.kb.nl/resolve?urn=ddd:010220057:mpeg21:a0197:ocr	http://nl.dbpedia.org/resource/Java_(eiland)	0	0.20000	0.20000	0.71795	0.71795	0.06928	0.07733	0	1	0	1	0	0	0	0.00000	0.25000	0.12500	0.00000	0.00000	0.48317	0	0	0	0	0	0	0	0	1
3104	Java	person	http://resolver.kb.nl/resolve?urn=ddd:010220057:mpeg21:a0197:ocr	http://nl.dbpedia.org/resource/Jakarta	0	0.25000	0.25000	0.03942	0.03942	0.03436	0.03835	0	1	1	0	0	0	0	0.00000	0.00000	0.00000	0.00000	0.04762	0.38248	0	0	0	0	2	1	0	0	0
3105	Java	person	http://resolver.kb.nl/resolve?urn=ddd:010220057:mpeg21:a0197:ocr	http://nl.dbpedia.org/resource/Java_(programmeertaal)	0	0.45000	0.30000	1.00000	1.00000	0.01511	0.01687	0	1	0	1	0	0	0	0.00000	0.79167	0.04167	0.00000	0.00000	0.39511	0	0	0	0	0	0	0	0	0
3106	Java	person	http://resolver.kb.nl/resolve?urn=ddd:010220057:mpeg21:a0197:ocr	http://nl.dbpedia.org/resource/Irian_Jaya	0	0.80000	0.35000	0.03942	0.03942	0.00235	0.00262	0	1	1	0	0	0	0	0.00000	0.00000	0.12500	0.00000	0.11111	0.27586	0	0	0	0	1	0	0	0	0
3107	Borneo	location	http://resolver.kb.nl/resolve?urn=ddd:010220057:mpeg21:a0197:ocr	http://nl.dbpedia.org/resource/Borneo	0	0.05000	0.05000	1.00000	1.00000	0.55545	0.63786	0	1	1	1	0	0	0	0.00000	0.40000	0.40000	0.00000	0.16667	0.69980	0	0	0	0	0	0	0	1	1
3108	Borneo	location	http://resolver.kb.nl/resolve?urn=ddd:010220057:mpeg21:a0197:ocr	http://nl.dbpedia.org/resource/Sultanaat_Sulu	0	0.10000	0.10000	0.10545	0.10545	0.06436	0.07391	0	1	1	0	0	0	0	0.00000	0.00000	0.20000	0.10000	0.00000	0.18613	0	0	0	0	0	0	0	0	0
3109	Borneo	location	http://resolver.kb.nl/resolve?urn=ddd:010220057:mpeg21:a0197:ocr	http://nl.dbpedia.org/resource/Kalimantan	0	0.15000	0.15000	0.08610	0.08610	0.05594	0.06424	0	1	1	0	0	0	0	0.00000	0.00000	1.00000	0.00000	0.00000	0.43780	0	0	0	0	0	0	0	0	0
3110	Borneo	location	http://resolver.kb.nl/resolve?urn=ddd:010220057:mpeg21:a0197:ocr	http://nl.dbpedia.org/resource/Noord-Borneo	0	0.20000	0.20000	0.10545	0.10545	0.05347	0.06140	0	1	1	0	0	1	0	0.00000	0.00000	1.00000	0.00000	0.00000	0.59259	0	0	0	0	0	0	0	1	0
3111	Borneo	location	http://resolver.kb.nl/resolve?urn=ddd:010220057:mpeg21:a0197:ocr	http://nl.dbpedia.org/resource/Expeditie_naar_de_Zuider-_en_Oosterafdeling_van_Borneo	0	0.30000	0.25000	0.27389	0.27389	0.04406	0.05060	0	1	1	0	0	1	0	0.00000	0.00000	0.00000	0.00000	0.00000	0.26112	0	0	0	0	0	1	0	0	0
3112	Borneo	location	http://resolver.kb.nl/resolve?urn=ddd:010220057:mpeg21:a0197:ocr	http://nl.dbpedia.org/resource/Oost-Kalimantan	0	0.35000	0.30000	0.06088	0.06088	0.03366	0.03866	0	1	1	0	0	0	0	0.00000	0.00000	0.20000	0.00000	0.00000	0.21375	0	0	0	0	0	1	0	0	0
3113	Borneo	location	http://resolver.kb.nl/resolve?urn=ddd:010220057:mpeg21:a0197:ocr	http://nl.dbpedia.org/resource/Lloydkwartier	0	0.50000	0.35000	0.06088	0.06088	0.01436	0.01649	0	1	1	0	0	0	0	0.00000	0.00000	0.16667	0.00000	0.00000	0.32550	0	0	0	0	0	0	0	0	0
3114	Borneo	location	http://resolver.kb.nl/resolve?urn=ddd:010220057:mpeg21:a0197:ocr	http://nl.dbpedia.org/resource/West-Kalimantan	0	0.55000	0.40000	0.10545	0.10545	0.01386	0.01592	0	1	1	0	0	0	0	0.00000	0.00000	0.50000	0.00000	0.00000	0.33730	0	0	0	0	0	0	0	0	0
3115	Borneo	location	http://resolver.kb.nl/resolve?urn=ddd:010220057:mpeg21:a0197:ocr	http://nl.dbpedia.org/resource/Expeditie_naar_de_westerafdeling_van_Borneo	0	0.60000	0.45000	0.27389	0.27389	0.01188	0.01364	0	1	1	0	0	1	0	0	0	0	0	0.00000	0.24490	0	0	0	0	1	1	0	0	0
3116	Borneo	location	http://resolver.kb.nl/resolve?urn=ddd:010220057:mpeg21:a0197:ocr	http://nl.dbpedia.org/resource/Zuid-Kalimantan	0	0.70000	0.50000	0.06088	0.06088	0.01040	0.01194	0	1	1	0	0	0	0	0.00000	0.00000	0.20000	0.00000	0.00000	0.21284	0	0	0	0	0	0	0	0	0
3117	Borneo	location	http://resolver.kb.nl/resolve?urn=ddd:010220057:mpeg21:a0197:ocr	http://nl.dbpedia.org/resource/Midden-Kalimantan	0	0.75000	0.55000	0.06088	0.06088	0.00891	0.01023	0	1	1	0	0	0	0	0.00000	0.00000	0.16667	0.00000	0.00000	0.19163	0	0	0	0	0	0	0	0	0
3118	Borneo	location	http://resolver.kb.nl/resolve?urn=ddd:010220057:mpeg21:a0197:ocr	http://nl.dbpedia.org/resource/Slag_om_Borneo	0	0.95000	0.60000	0.27389	0.27389	0.00446	0.00512	0	1	1	0	0	1	0	0	0	0	0	0.00000	0.60000	0	0	0	0	1	2	0	1	0
3119	Celebes	organisation	http://resolver.kb.nl/resolve?urn=ddd:010220057:mpeg21:a0197:ocr	http://nl.dbpedia.org/resource/Sumatra	0	0.05000	0.05000	0.07171	0.07171	0.54350	0.56299	0	1	1	0	0	0	0	0.00000	0.00000	0.16667	0.00000	0.00000	0.23000	0	0	0	0	0	0	0	0	0
3120	Celebes	organisation	http://resolver.kb.nl/resolve?urn=ddd:010220057:mpeg21:a0197:ocr	http://nl.dbpedia.org/resource/Celebes	0	0.10000	0.10000	1.00000	1.00000	0.32601	0.33771	0	1	1	1	0	0	0	0.00000	0.33333	0.00000	0.00000	0.00000	0.50716	0	0	0	0	0	0	0	0	1
3121	Celebes	organisation	http://resolver.kb.nl/resolve?urn=ddd:010220057:mpeg21:a0197:ocr	http://nl.dbpedia.org/resource/Noord-Celebes	0	0.15000	0.15000	0.10142	0.10142	0.02027	0.02100	0	1	1	0	0	1	0	0.00000	0.00000	0.20000	0.00000	0.00000	0.40397	0	0	0	0	1	0	0	0	0
3122	Celebes	organisation	http://resolver.kb.nl/resolve?urn=ddd:010220057:mpeg21:a0197:ocr	http://nl.dbpedia.org/resource/Zuid-Celebes	0	0.20000	0.20000	0.10142	0.10142	0.01985	0.02056	0	1	1	0	0	1	0	0.00000	0.00000	0.20000	0.00000	0.00000	0.43185	0	0	0	0	0	0	0	0	0
3123	Celebes	organisation	http://resolver.kb.nl/resolve?urn=ddd:010220057:mpeg21:a0197:ocr	http://nl.dbpedia.org/resource/Lloydkwartier	0	0.30000	0.25000	0.07171	0.07171	0.01225	0.01269	0	1	1	0	0	0	0	0.00000	0.00000	0.16667	0.00000	0.00000	0.28629	0	0	0	0	0	0	0	0	0
3124	Celebes	organisation	http://resolver.kb.nl/resolve?urn=ddd:010220057:mpeg21:a0197:ocr	http://nl.dbpedia.org/resource/Midden-Celebes	0	0.35000	0.30000	0.17566	0.17566	0.01140	0.01181	0	1	1	0	0	1	0	0.00000	0.00000	0.33333	0.00000	0.00000	0.46694	0	0	0	0	0	1	0	0	0
3125	Celebes	organisation	http://resolver.kb.nl/resolve?urn=ddd:010220057:mpeg21:a0197:ocr	http://nl.dbpedia.org/resource/Celebeszee	0	0.40000	0.35000	0.14343	0.14343	0.01056	0.01094	0	1	1	0	1	0	0	0.00000	0.20000	0.20000	0.20000	0.00000	0.57785	0	0	0	0	0	1	0	2	0
3126	Celebes	organisation	http://resolver.kb.nl/resolve?urn=ddd:010220057:mpeg21:a0197:ocr	http://nl.dbpedia.org/resource/Zuidoost-Celebes	0	0.50000	0.40000	0.10142	0.10142	0.00591	0.00612	0	1	1	0	0	1	0	0.00000	0.00000	0.16667	0.00000	0.00000	0.35186	0	0	0	0	0	0	0	0	0
3127	Celebes	organisation	http://resolver.kb.nl/resolve?urn=ddd:010220057:mpeg21:a0197:ocr	http://nl.dbpedia.org/resource/Verovering_van_Celebes	0	0.55000	0.45000	0.33602	0.33602	0.00549	0.00569	0	1	1	0	0	1	0	0.00000	0.00000	0.00000	0.00000	0.00000	0.37471	0	0	0	0	0	1	0	1	0
